iter	Passed	Remaining
409	4296	6182
410	4306	6171
411	4316	6160
412	4326	6149
413	4336	6138
414	4346	6127
415	4356	6115
416	4365	6103
417	4375	6092
418	4385	6081
419	4395	6069
420	4404	6057
421	4415	6047
422	4425	6036
423	4435	6026
424	4445	6014
425	4455	6003
426	4464	5991
427	4474	5979
428	4484	5968
429	4493	5957
430	4503	5945
431	4513	5934
432	4523	5923
433	4533	5912
434	4543	5900
435	4552	5889
436	4562	5877
437	4571	5866
438	4581	5855
439	4591	5843
440	4600	5831
441	4610	5820
442	4620	5809
443	4630	5798
444	4639	5786
445	4650	5776
446	4659	5764
447	4669	5753
448	4679	5742
449	4689	5731
450	4698	5719
451	4708	5708
452	4718	5697
453	4729	5687
454	4739	5676
455	4749	5665
456	4758	5654
457	4769	5643
458	4778	5631
459	4788	5621
460	4798	5609
461	4807	5598
462	4817	5587
463	4826	5575
464	4836	5564
465	4846	5554
466	4856	5543
467	4866	5532
468	4876	5521
469	4886	5510
470	4896	5499
471	4905	5487
472	4915	5476
473	4925	5465
474	4935	5454
475	4944	5443
476	4954	5431
477	4963	5420
478	4973	5409
479	4983	5398
480	4993	5388
481	5003	5377
482	5013	5366
483	5023	5355
484	5032	5344
485	5042	5333
486	5052	5322
487	5062	5311
488	5072	5300
489	5082	5290
490	5093	5279
491	5102	5268
492	5112	5257
493	5121	5246
494	5131	5235
495	5140	5223
496	5150	5212
497	5159	5201
498	5170	5190
499	5179	5179
500	5189	5169
501	5200	5158
502	5210	5148
503	5220	5137
504	5230	5126
505	5239	5114
506	5249	5104
507	5258	5093
508	5268	5082
509	5278	5071
510	5288	5060
511	5298	5049
512	5308	5039
513	5318	5028
514	5328	5017
515	5338	5007
516	5348	4996
517	5358	4986
518	5368	4975
519	5378	4964
520	5388	4953
521	5398	4943
522	5409	4933
523	5419	4923
524	5429	4912
525	5439	4902
526	5449	4891
527	5459	4880
528	5469	4870
529	5479	4859
530	5489	4848
531	5500	4838
532	5510	4827
533	5521	4818
534	5530	4806
535	5539	4795
536	5549	4784
537	5558	4773
538	5568	4762
539	5578	4751
540	5588	4741
541	5598	4730
542	5608	4719
543	5617	4708
544	5627	4697
545	5636	4687
546	5646	4676
547	5656	4665
548	5666	4654
549	5675	4643
550	5685	4633
551	5695	4622
552	5705	4611
553	5715	4601
554	5725	4590
555	5734	4579
556	5748	4571
557	5757	4560
558	5767	4550
559	5777	4539
560	5786	4528
561	5796	4517
562	5806	4507
563	5816	4496
564	5825	4485
565	5836	4475
566	5846	4464
567	5856	4453
568	5865	4442
569	5875	4432
570	5886	4422
571	5896	4411
572	5905	4400
573	5915	4389
574	5925	4379
575	5935	4369
576	5945	4358
577	5955	4347
578	5964	4336
579	5974	4326
580	5984	4315
581	5994	4305
582	6004	4294
583	6014	4284
584	6024	4273
585	6033	4262
586	6042	4251
587	6052	4241
588	6062	4230
589	6072	4219
590	6082	4209
591	6092	4198
592	6101	4187
593	6112	4177
594	6121	4166
595	6131	4156
596	6141	4146
597	6151	4135
598	6161	4124
599	6171	4114
600	6181	4103
601	6191	4093
602	6201	4082
603	6210	4071
604	6220	4061
605	6231	4051
606	6243	4042
607	6256	4033
608	6267	4023
609	6277	4013
610	6288	4003
611	6298	3993
612	6308	3982
613	6319	3972
614	6329	3962
615	6340	3952
616	6351	3942
617	6363	3933
618	6375	3924
619	6386	3914
620	6396	3903
621	6406	3893
622	6416	3882
623	6427	3872
624	6437	3862
625	6447	3852
626	6457	3841
627	6467	3831
628	6478	3821
629	6489	3811
630	6499	3800
631	6510	3790
632	6520	3780
633	6531	3770
634	6541	3759
635	6551	3749
636	6561	3739
637	6571	3728
638	6581	3718
639	6592	3708
640	6601	3697
641	6611	3686
642	6621	3676
643	6631	3666
644	6643	3656
645	6653	3645
646	6663	3635
647	6673	3624
648	6683	3614
649	6693	3604
650	6703	3593
651	6713	3583
652	6722	3572
653	6732	3562
654	6742	3551
655	6752	3541
656	6762	3530
657	6771	3519
658	6782	3509
659	6793	3499
660	6803	3489
661	6813	3478
662	6822	3467
663	6833	3457
664	6843	3447
665	6853	3436
666	6863	3426
667	6872	3415
668	6882	3405
669	6892	3394
670	6902	3384
671	6911	3373
672	6921	3362
673	6930	3352
674	6940	3341
675	6950	3331
676	6960	3320
677	6970	3310
678	6979	3299
679	6988	3288
680	6998	3278
681	7009	3268
682	7018	3257
683	7028	3247
684	7037	3236
685	7046	3225
686	7056	3214
687	7065	3204
688	7074	3193
689	7085	3183
690	7094	3172
691	7104	3161
692	7113	3151
693	7122	3140
694	7132	3129
695	7141	3119
696	7150	3108
697	7159	3097
698	7168	3087
699	7178	3076
700	7187	3065
701	7197	3055
702	7206	3044
703	7216	3034
704	7225	3023
705	7234	3012
706	7243	3001
707	7252	2991
708	7261	2980
709	7270	2969
710	7280	2959
711	7289	2948
712	7299	2938
713	7308	2927
714	7318	2917
715	7328	2906
716	7337	2896
717	7346	2885
718	7356	2875
719	7366	2864
720	7375	2854
721	7385	2843
722	7396	2833
723	7405	2823
724	7415	2812
725	7426	2802
726	7436	2792
727	7446	2782
728	7456	2771
729	7466	2761
730	7476	2751
731	7485	2740
732	7495	2730
733	7505	2720
734	7515	2709
735	7525	2699
736	7534	2688
737	7544	2678
738	7554	2668
739	7564	2657
740	7573	2647
741	7583	2636
742	7593	2626
743	7602	2616
744	7612	2605
745	7621	2595
746	7630	2584
747	7639	2573
748	7648	2563
749	7658	2552
750	7667	2542
751	7676	2531
752	7685	2521
753	7695	2510
754	7704	2500
755	7713	2489
756	7723	2479
757	7732	2468
758	7741	2458
759	7750	2447
760	7760	2437
761	7769	2426
762	7778	2416
763	7788	2405
764	7798	2395
765	7807	2385
766	7818	2375
767	7827	2364
768	7837	2354
769	7846	2343
770	7855	2333
771	7864	2322
772	7873	2312
773	7883	2301
774	7893	2291
775	7902	2281
776	7911	2270
777	7920	2260
778	7930	2249
779	7938	2239
780	7948	2228
781	7957	2218
782	7966	2207
783	7975	2197
784	7985	2187
785	7995	2176
786	8004	2166
787	8013	2155
788	8022	2145
789	8031	2135
790	8041	2124
791	8050	2114
792	8059	2103
793	8069	2093
794	8078	2083
795	8088	2072
796	8097	2062
797	8106	2052
798	8116	2041
799	8125	2031
800	8135	2021
801	8144	2010
802	8153	2000
803	8162	1989
804	8171	1979
805	8180	1969
806	8189	1958
807	8199	1948
808	8208	1938
809	8217	1927
810	8226	1917
811	8235	1906
812	8244	1896
813	8254	1886
814	8262	1875
815	8271	1865
816	8280	1854
817	8290	1844
818	8300	1834
819	8309	1824
820	8319	1813
821	8328	1803
822	8337	1793
823	8346	1782
824	8355	1772
825	8364	1762
826	8374	1751
827	8384	1741
828	8395	1731
829	8404	1721
830	8414	1711
831	8423	1700
832	8433	1690
833	8443	1680
834	8453	1670
835	8463	1660
836	8472	1650
837	8482	1639
838	8492	1629
839	8501	1619
840	8511	1609
841	8521	1599
842	8531	1588
843	8540	1578
844	8549	1568
845	8559	1558
846	8568	1547
847	8577	1537
848	8587	1527
849	8596	1517
850	8606	1506
851	8615	1496
852	8625	1486
853	8634	1476
854	8643	1465
855	8652	1455
856	8661	1445
857	8670	1435
858	8679	1424
859	8689	1414
860	8698	1404
861	8708	1394
862	8716	1383
863	8725	1373
864	8735	1363
865	8744	1353
866	8753	1342
867	8762	1332
868	8771	1322
869	8782	1312
870	8792	1302
871	8803	1292
872	8812	1282
873	8822	1271
874	8831	1261
875	8841	1251
876	8850	1241
877	8860	1231
878	8870	1221
879	8879	1210
880	8888	1200
881	8898	1190
882	8907	1180
883	8917	1170
884	8927	1160
885	8937	1149
886	8947	1139
887	8956	1129
888	8966	1119
889	8975	1109
890	8985	1099
891	8994	1089
892	9004	1078
893	9013	1068
894	9023	1058
895	9032	1048
896	9041	1038
897	9051	1028
898	9060	1017
899	9069	1007
900	9079	997
901	9088	987
902	9098	977
903	9107	967
904	9116	957
905	9125	946
906	9135	936
907	9145	926
908	9154	916
909	9163	906
910	9172	896
911	9182	886
912	9191	875
913	9201	865
914	9210	855
915	9219	845
916	9228	835
917	9237	825
918	9247	815
919	9256	804
920	9265	794
921	9275	784
922	9284	774
923	9294	764
924	9304	754
925	9313	744
926	9323	734
927	9333	724
928	9343	714
929	9352	703
930	9362	693
931	9372	683
932	9381	673
933	9390	663
934	9399	653
935	9408	643
936	9418	633
937	9428	623
938	9437	613
939	9448	603
940	9457	592
941	9466	582
942	9476	572
943	9485	562
944	9496	552
945	9505	542
946	9515	532
947	9525	522
948	9534	512
949	9543	502
950	9553	492
951	9562	482
952	9571	472
953	9581	461
954	9590	451
955	9600	441
956	9609	431
957	9618	421
958	9627	411
959	9636	401
960	9645	391
961	9654	381
962	9663	371
963	9672	361
964	9681	351
965	9691	341
966	9701	331
967	9710	321
968	9720	310
969	9729	300
970	9738	290
971	9747	280
972	9757	270
973	9766	260
974	9775	250
975	9785	240
976	9795	230
977	9804	220
978	9814	210
979	9823	200
980	9833	190
981	9843	180
982	9852	170
983	9861	160
984	9871	150
985	9880	140
986	9889	130
987	9903	120
988	9912	110
989	9922	100
990	9931	90
991	9939	80
992	9949	70
993	9958	60
994	9966	50
995	9975	40
996	9985	30
997	9995	20
998	10004	10
999	10014	0
