iter	MultiClass
311	0.004918198084
312	0.004899420989
313	0.004878805502
314	0.004860070886
315	0.004842044787
316	0.004826583452
317	0.004815983048
318	0.004800439144
319	0.004781418505
320	0.004759075663
321	0.004743108311
322	0.004725077547
323	0.00471100119
324	0.004696991155
325	0.004677974132
326	0.004660612684
327	0.00464391034
328	0.004629925227
329	0.004611741605
330	0.004594731324
331	0.004577345846
332	0.004557094761
333	0.004546690019
334	0.004533257202
335	0.004514363358
336	0.004500540494
337	0.004486907868
338	0.004473603788
339	0.004458303795
340	0.004443721787
341	0.004430002867
342	0.004414612245
343	0.004402371414
344	0.004387113138
345	0.004373369767
346	0.004360721081
347	0.004341818797
348	0.004331635029
349	0.00431902671
350	0.004305925763
351	0.004291487911
352	0.004275946692
353	0.004264486525
354	0.004250861958
355	0.0042348511
356	0.004224645418
357	0.004207810525
358	0.004190366728
359	0.004177580978
360	0.00416380434
361	0.004152117016
362	0.004139488999
363	0.00412885161
364	0.004115336077
365	0.004101195019
366	0.004086895101
367	0.004073394792
368	0.004062601735
369	0.004055764535
370	0.004044375818
371	0.004035040598
372	0.004023185229
373	0.004013265913
374	0.004000316577
375	0.003985119576
376	0.003971185344
377	0.003962061345
378	0.003953830144
379	0.003942316025
380	0.003927946296
381	0.003920091457
382	0.003904327478
383	0.003887021392
384	0.003876861345
385	0.003866815083
386	0.003853782421
387	0.003847128656
388	0.003835443683
389	0.003822193231
390	0.003812787473
391	0.003803049845
392	0.003790335733
393	0.003781100774
394	0.003769571798
395	0.003755929348
396	0.00374411475
397	0.003733537724
398	0.003724580185
399	0.003714741816
400	0.003706232624
401	0.003694147798
402	0.003679812553
403	0.003673925685
404	0.003664682816
405	0.003654570204
406	0.003647255589
407	0.003634104408
408	0.003623111773
409	0.003610146022
410	0.003601072569
411	0.003593997343
412	0.003583978731
413	0.003573169236
414	0.00356186116
415	0.003553540068
416	0.003540373479
417	0.003532052181
418	0.003523309304
419	0.003515182885
420	0.003506339845
421	0.003497101565
422	0.003487266579
423	0.003482418927
424	0.003472477143
425	0.003463293241
426	0.003452188644
427	0.00344344863
428	0.003435073083
429	0.003425381229
430	0.003416091525
431	0.003406770502
432	0.003396048765
433	0.00338592487
434	0.003379949185
435	0.00337184985
436	0.003365665736
437	0.003357642231
438	0.003348343664
439	0.003339476563
440	0.003335359952
441	0.003328329355
442	0.003320770447
443	0.003316345139
444	0.003308482162
445	0.003298748034
446	0.00329217905
447	0.003282120732
448	0.003274064113
449	0.003268368582
450	0.003261547649
451	0.003250759721
452	0.003245945898
453	0.003236422843
454	0.003228189894
455	0.003221544638
456	0.003213994
457	0.003206350327
458	0.003199094997
459	0.00319156865
460	0.003182990323
461	0.003174791815
462	0.003168124352
463	0.003162470418
464	0.003153200498
465	0.003146560625
466	0.003139248226
467	0.003133166794
468	0.003128990705
469	0.003122183143
470	0.003111899375
471	0.003105805608
472	0.003098286188
473	0.003092747023
474	0.003086306985
475	0.003079556893
476	0.003073640961
477	0.003067627689
478	0.00305973647
479	0.003053670966
480	0.003046145076
481	0.003041062669
482	0.003034509525
483	0.003027703238
484	0.003023056213
485	0.003015792073
486	0.00301044121
487	0.003002529655
488	0.002998667588
489	0.002992240804
490	0.00298562133
491	0.002977829387
492	0.002971184756
493	0.002964888394
494	0.00295717374
495	0.002951738054
496	0.002946215251
497	0.002940826698
498	0.002933557472
499	0.002927172989
500	0.002918716972
501	0.002913251423
502	0.002907178661
503	0.002899953145
504	0.002893302484
505	0.002886628864
506	0.002879595715
507	0.002873967366
508	0.002867674726
509	0.002862187298
510	0.002854280551
511	0.002848657745
512	0.002842179529
513	0.002836468313
514	0.0028327993
515	0.002829206438
516	0.002823318052
517	0.002818863499
518	0.002814940022
519	0.00280723384
520	0.002802205038
521	0.002794544948
522	0.002788479052
523	0.002782604914
524	0.002775778858
525	0.002769284238
526	0.002762608181
527	0.00275579796
528	0.002750192531
529	0.002741783891
530	0.002737206523
531	0.002729765522
532	0.002724811587
533	0.002720238809
534	0.002715853891
535	0.002711047593
536	0.002704131462
537	0.002697958055
538	0.002690507335
539	0.002684484015
540	0.002679288475
541	0.002673553365
542	0.00266882785
543	0.002662998973
544	0.002657789879
545	0.002651682932
546	0.00264846874
547	0.002641607628
548	0.002637165012
549	0.002631612186
550	0.002626302326
551	0.002621799042
552	0.002616899029
553	0.002612326106
554	0.002608698366
555	0.002601553122
556	0.002596625846
557	0.00259104502
558	0.00258587512
559	0.002582937255
560	0.002580567212
561	0.002571794843
562	0.002569217556
563	0.00256536678
564	0.002562926487
565	0.002557790297
566	0.002553590345
567	0.002548237644
568	0.002543465384
569	0.002538024301
570	0.002533120687
571	0.00252874701
572	0.002525737224
573	0.002522304319
574	0.002517098277
575	0.002513416172
576	0.002508631304
577	0.002503543676
578	0.002497598752
579	0.002493321537
580	0.002487870562
581	0.002484127999
582	0.002481995069
583	0.002479017794
584	0.002477318166
585	0.002474049562
586	0.002470295269
587	0.002467422829
588	0.002462189684
589	0.002457532241
590	0.002452608297
591	0.002449458484
592	0.002445188697
593	0.002442910329
594	0.002438321864
595	0.002432393714
596	0.002428773392
597	0.002424368351
598	0.00242124195
599	0.002417689059
600	0.002413267722
601	0.002408667291
602	0.002402205763
603	0.002398218121
604	0.002393809654
605	0.002389876952
606	0.002385751249
607	0.002380082933
608	0.002375893356
609	0.002371745398
610	0.00236479008
611	0.002360633453
612	0.00235549214
613	0.00235220943
614	0.002347847929
615	0.00234557513
616	0.002341344343
617	0.002339311907
618	0.002334190266
619	0.002330664109
620	0.002326634562
621	0.002322722931
622	0.002320339537
623	0.002317206901
624	0.002313078068
625	0.002309161733
626	0.002305149252
627	0.00230127824
628	0.002295999674
629	0.002292749147
630	0.002289347981
631	0.002285377826
632	0.002282112515
633	0.002277116814
634	0.002272889863
635	0.002269656313
636	0.00226625992
637	0.002261637564
638	0.002257148901
639	0.002253437926
640	0.002249991007
641	0.002248323388
642	0.002242646937
643	0.002239738543
644	0.002235375972
645	0.002231921199
646	0.002228545711
647	0.00222582955
648	0.002221115391
649	0.002217098528
650	0.002215222534
651	0.002211764289
652	0.00220889651
653	0.002206477888
654	0.002203773231
655	0.002199753045
656	0.002196358921
657	0.002192457571
658	0.002189731353
659	0.002186114011
660	0.002182778606
661	0.002180352666
662	0.002176365244
663	0.002173979988
664	0.002171559797
665	0.002168114123
666	0.002165003843
667	0.002161757438
668	0.002158159587
669	0.002155463431
670	0.002151507861
671	0.002149479936
672	0.002146146058
673	0.002143051057
674	0.002139693027
675	0.002135626895
676	0.002132611009
677	0.002130274033
678	0.002127673034
679	0.002124466814
680	0.002121774556
681	0.002118538523
682	0.002115289411
683	0.002112019556
684	0.002107899214
685	0.00210384918
686	0.002101148687
687	0.002099295852
688	0.002095789261
689	0.002092320741
690	0.002089585356
691	0.002084849784
692	0.002080923196
693	0.00207762289
694	0.002073837951
695	0.002070490351
696	0.002066348563
697	0.002063021959
698	0.00206052068
699	0.002057353485
700	0.002054484372
701	0.002051341636
702	0.002047395317
703	0.002044027344
704	0.002041801606
705	0.002038128307
706	0.002034817721
707	0.002031483537
708	0.002028035242
709	0.002024448709
710	0.002021476326
711	0.002017865662
712	0.002014955851
713	0.002011917316
714	0.002009160138
715	0.002008079977
716	0.00200465175
717	0.002000981376
718	0.001997501095
719	0.001993812211
720	0.001992049618
721	0.001990408322
722	0.001986417617
723	0.001983710802
724	0.001980987388
725	0.001977862096
726	0.001974795979
727	0.001971542061
728	0.001968602197
729	0.001965789659
730	0.001963048441
731	0.001960977282
732	0.001957613773
733	0.001955456982
734	0.001952495243
735	0.001950374905
736	0.00194891875
737	0.001946341468
738	0.001943104846
739	0.001940823441
740	0.001937654151
741	0.001933814897
742	0.001931546671
743	0.001929456412
744	0.001925556376
745	0.001922578139
746	0.001920251891
747	0.001918093475
748	0.001915878561
749	0.001914452384
750	0.001911354976
751	0.001909560836
752	0.00190802355
753	0.001904731379
754	0.001902447307
755	0.001899654651
756	0.001894547055
757	0.001891607936
758	0.001890056063
759	0.001887388127
760	0.001885892896
761	0.001883579702
762	0.001879762105
763	0.001878741366
764	0.001875774009
765	0.001872933088
766	0.001871040175
767	0.001866902717
768	0.00186614131
769	0.001864590052
770	0.001862175453
771	0.001859315649
772	0.001856357118
773	0.00185367247
774	0.001851483145
775	0.001849608833
776	0.001847755553
777	0.001845015181
778	0.001842390809
779	0.001840148173
780	0.001837535206
781	0.001835597042
782	0.001833919898
783	0.001831901312
784	0.001829179307
785	0.001826506597
786	0.001823846062
787	0.001820284937
788	0.0018182007
789	0.00181524262
790	0.001814444693
791	0.001812392529
792	0.001810111297
793	0.00180833791
794	0.001806100442
795	0.001804243226
796	0.001801383049
797	0.00179918516
798	0.001797511215
799	0.001795398745
800	0.001792681067
801	0.00179168218
802	0.001789533995
803	0.001787139244
804	0.001784477714
805	0.00178205845
806	0.001779192462
807	0.001777463313
808	0.001775002963
809	0.001772407309
810	0.001770678067
811	0.001769403487
812	0.001766344953
813	0.001764737128
814	0.001761816648
815	0.001759572578
816	0.001757289562
817	0.001755516395
818	0.001753362176
819	0.001751803168
820	0.001749171721
821	0.001746912459
822	0.001743756579
823	0.001741839865
824	0.001739456798
825	0.001737195023
826	0.001734307862
827	0.001731943726
828	0.001729567814
829	0.001727625303
830	0.00172643076
831	0.001724263542
832	0.001723579997
833	0.001720687158
834	0.001718165954
835	0.001716370143
836	0.001713469145
837	0.001711377928
838	0.001710589048
839	0.001708237994
840	0.001706226775
841	0.001704997029
842	0.001702923537
843	0.001701453153
844	0.001699598216
845	0.001697288421
846	0.001694687526
847	0.001693778291
848	0.001691904303
849	0.001689681039
850	0.001687332717
851	0.001686272202
852	0.001684179812
853	0.001682563632
854	0.001680762502
855	0.001677608357
856	0.001676025164
857	0.001674203837
858	0.001672277907
859	0.001669959283
860	0.001669011046
861	0.001666785863
862	0.00166368033
863	0.00166232414
864	0.001660536851
865	0.00165933962
866	0.001657245931
867	0.00165518367
868	0.001652420243
869	0.001650790885
870	0.001649242562
871	0.001647475196
872	0.001645313985
873	0.001644343471
874	0.001643388686
875	0.001641359002
876	0.001638845744
877	0.001636932887
878	0.001636119304
879	0.001634474345
880	0.001631827055
881	0.001629946842
882	0.001628291478
883	0.00162756152
884	0.00162558571
885	0.001624698643
886	0.001622658114
887	0.001620589699
888	0.001618281155
889	0.001615808673
890	0.00161364174
891	0.001610298842
892	0.001608773106
893	0.001607338268
894	0.001604753065
895	0.001603177022
896	0.001601806632
897	0.001600454672
898	0.001598785332
899	0.001596838765
900	0.001595116149
901	0.001593247516
902	0.001591417032
903	0.001589943113
904	0.001588776843
905	0.001586979672
906	0.001584450785
907	0.001582808456
908	0.001581483396
909	0.001580135903
910	0.00157888842
911	0.001577465922
912	0.001575310203
913	0.001573023223
914	0.00157131901
915	0.001569519892
916	0.001567861279
917	0.001565371703
918	0.001563337729
919	0.001561197814
920	0.001560528021
921	0.00155781909
922	0.001556033211
923	0.001555240592
924	0.001553535012
925	0.00155126873
926	0.001549036795
927	0.001547336064
928	0.001545765208
929	0.001544146089
930	0.00154222454
931	0.001540338223
932	0.001539328337
933	0.001537846098
934	0.001535654401
935	0.001534682297
936	0.00153269178
937	0.001530406242
938	0.001528551083
939	0.001527752036
940	0.001526086407
941	0.001523775372
942	0.001522170278
943	0.00151976945
944	0.001518101502
945	0.001516161477
946	0.001514936791
947	0.001513504292
948	0.001512116106
949	0.001510436316
950	0.001508746138
951	0.001507272966
952	0.001505757823
953	0.001503836408
954	0.001501636588
955	0.001499725931
956	0.001498614992
957	0.00149719766
958	0.001495823573
959	0.001493935001
960	0.001492486179
961	0.001490646091
962	0.001488773265
963	0.001487397507
964	0.001485790386
965	0.001483183784
966	0.001481420843
967	0.001479988832
968	0.001478496675
969	0.001477275219
970	0.001476342286
971	0.00147411283
972	0.001472599061
973	0.001470298399
974	0.001468390519
975	0.00146698211
976	0.001465236118
977	0.001463524551
978	0.001462777532
979	0.001461259757
980	0.001459306114
981	0.001457117017
982	0.001454530533
983	0.001453536098
984	0.001452125705
985	0.001450554933
986	0.001449006275
987	0.001447077222
988	0.00144554993
989	0.00144405598
990	0.001442669484
991	0.001440546963
992	0.001438894592
993	0.001437322758
994	0.001435194499
995	0.001434384433
996	0.001433159141
997	0.001431350436
998	0.001429756108
999	0.001428183784
